Creator	Title	Date	Material	Measurement	Culture	Inscription	Location	State or Edition	Work Rights	Image Rights	Record Creation Date	Record Modification Date	Work ID	Image ID	Technique	External Link	Text Reference	Style or Period1	Style or Period2	Style or Period3	Style or Period4	Style or Period5	Extended Title	Subject1	Subject2	Subject3	Subject4	Subject5	Subject6	Subject7	Subject8	Subject9	Subject10	General Subject	Work Description	Work Description Source	Image Description	Related Works	Image Source	Local Call Number	Order Number	Course Number and Instructor	Order Description	Creator Name1	Creator Name2	Creator Name3	Creator Name4	Creator Name5	Creator Name6	Creator Name7	Creator Name8	Alternate Creator Name1	Alternate Creator Name2	Alternate Creator Name3	Alternate Creator Name4	Alternate Creator Name5	Alternate Creator Name6	Alternate Creator Name7	Alternate Creator Name8	Image Classification Term	Object Type1	Object Type2	Object Type3	Object Type4	Object Type5
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth, overall	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	56820	7136199				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits				Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth, detail	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	56820	7136200				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits				Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth, detail, photographed 1970	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	56820	7136201				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits				Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
attributed to Louis Boyd (American artist, active ca. 1960s)	Panel in Wall of Truth, White Wash	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	70156	7136202				Western	Modern; 20th Century				Panel in Wall of Truth (cited, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration								Panel in the "Wall of Truth" mural by self-taught, neighborhood artist. 	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Anonymous Poem on Wall of Truth; related to; Panel in Wall of Truth; related to; Wall of Truth; larger context for	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Boyd, Louis																painting	paintings; mural paintings				
attributed to Louis Boyd (American artist, active ca. 1960s)	Panel in Wall of Truth, White Wash	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	70156	7136203				Western	Modern; 20th Century				Panel in Wall of Truth (cited, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration								Panel in the "Wall of Truth" mural by self-taught, neighborhood artist. 	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Anonymous Poem on Wall of Truth; related to; Panel in Wall of Truth; related to; Wall of Truth; larger context for	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Boyd, Louis																painting	paintings; mural paintings				
Eddie Harris (American artist, active ca. 1960s)	Panel in Wall of Truth	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	70155	7136204				Western	Modern; 20th Century				Panel in Wall of Truth (cited, English, preferred)												Panel in the "Wall of Truth" mural by self-taught, neighborhood artist. 	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Anonymous Poem on Wall of Truth; related to; Panel in Wall of Truth; related to; Wall of Truth; larger context for	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Harris, Eddie																painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth, detail	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	56820	7136205				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits				Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth, detail	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	56820	7136206				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits				Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth, detail	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	56820	7136207				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits				Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth, detail	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	56820	7136208				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits				Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth, detail	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	56820	7136209				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits				Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth, detail	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	56820	7136210				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits				Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth, detail	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	56820	7136211				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits				Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth, detail	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	56820	7136212				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits				Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Eugene "Edaw" Wade (American artist, c. 1930-2008)	Wall of Truth, detail	creation: 1969; destruction: 1971			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [site]				9/13/2012	11/12/2014	56820	7136213				Modern; 20th Century	Western				Wall of Truth (creator, English, preferred)	African Americans -- Civil Rights	Chicago (Ill.)	Mural painting and decoration	African American mural painting and decoration							historical; portraits				Anonymous Poem on Wall of Truth; part of; Panel in Wall of Truth; part of	Mark Rogovin, original photography; For educational use only.		1023	Zorach		Walker, William	Wade, Eugene															painting	paintings; mural paintings				
